row_id	entry_id	source_page	raw_lerch_headword	corrected_lerch_headword	corrected_headword_source	modern_zazaki_guess	proposed_group_headword	group_source	german_gloss_raw	german_gloss_clean	english_gloss	english_gloss_source	turkish_gloss	turkish_gloss_source	existing_parent	entry_review_status	correction_confidence	notes
109	lerch_glossary_p201_r0109:entry	201	hewd	hewd	raw_extraction	hêwd	hewd	self	Luft, Wind. hewd yen’u, der Wind gehl, bläst. Vgl. Krm. hdva.	Luft, Wind. hewd yen’u, der Wind gehl, bläst. Vgl. Krm. hdva.						ocr_extracted	low	
110	lerch_glossary_p201_r0110:entry	201	qaüvi	qaúvi	text_form_match	qawvi	qaúvi	self	qaüwi, warum, 50.2, 55.9; 8!.u.	qaüwi, warum, 50. 2, 55. 9; 8!. u.						ocr_extracted	medium	text examples: uc-kardes-masali:tb07_l05; uc-kardes-masali:tb07_l06; uc-kardes-masali:tb07_l07
111	lerch_glossary_p201_r0111:entry	201	qanz	qanz	raw_extraction	qanz	qanz	self	Gans. Vgl. Krm. qaz.	Gans. Vgl. Krm. qaz.						ocr_extracted	low	
112	lerch_glossary_p201_r0112:entry	201	qandard	qandard	raw_extraction	qandard	qandard	self	woher, 65.12.	woher, 65. 12.						ocr_extracted	low	
113	lerch_glossary_p201_r0113:entry	201	qandiiü	qandiiü	raw_extraction	qandyyw	qam	see_reference	wohiu, an welchen Ort, 87. 1; s. qam. H. heist, acht, heistai, achtzig, heistayin, achtzigste, liciätes, achtzehn. heiStesfn, achtzehule. heistin, achte, henzär, tausend, herd, breit, hergu = hergu. hiris, dreissig. hirfne, dritte, hirue, allen. Vgl. Krm. hlrö. hirye, drei, hlryes, dreizehn, hlryesiü, dreizehnte, hlryin, dritte; s. hirfne. hyegä, Feld. hyedf, hyedike, langsam, hyedi hyedl, bei Wenigem.	wohiu, an welchen Ort, 87. 1; s. qam. H. heist, acht, heistai, achtzig, heistayin, achtzigste, liciätes, achtzehn. heiStesfn, achtzehule. heistin, achte, henzär, tausend, herd, breit, hergu = hergu. hiris, dreissig. hirfne, dritte, hirue, allen. Vgl. Krm. hlrö. hirye, drei, hlryes, dreizehn, hlryesiü, dreizehnte, hlryin, dritte; s. hirfne. hyegä, Feld. hyedf, hyedike, langsam, hyedi hyedl, bei Wenigem.						ocr_extracted	low	
114	lerch_glossary_p201_r0114:entry	201	qandaüke	qandaüke	qa_reviewed	qandawkê	qandaüke	self	wo nur, an welchem Orte	wo nur, an welchem Orte	wherever / at which place	qa_reviewed	her nerede / hangi yerde	qa_reviewed		qa_reviewed	high	
115	lerch_glossary_p202_r0115:entry	202	qaländik = tiirk. acJ>	qaländik = tiirk. acJ>	raw_extraction	qalandik = tyyrk. acJ>	tiirk. acJ>	equals_reference	Rabe,	Rabe,	raven; crow	rule_guess_from_german	karga	rule_guess_from_german		ocr_extracted	low	
116	lerch_glossary_p202_r0116:entry	202	qam	qām	text_form_match	qam	qām	self	welcher, wer, 59.8. pl. qänii. qäinek, derjenige welcher, wer nur, 73.13. qämek — qämek, qämuk — qäniuk, wer — wer, 75.4; 85 . 12-13 .	welcher, wer, 59. 8. pl. qänii. qäinek, derjenige welcher, wer nur, 73. 13. qämek — qämek, qämuk — qäniuk, wer — wer, 75. 4; 85. 12-13.						ocr_extracted	medium	text examples: gespraech-mit-hassan:h03_l02; gespraech-mit-hassan:h03_l06; kauge-nyerib-u-sivani:s01_l06
117	lerch_glossary_p202_r0117:entry	202	qdfelya	qdfelya	raw_extraction	qdfêlya	qdfelya	self	schloss sich, 82.9.	schloss sich, 82. 9.						ocr_extracted	low	
118	lerch_glossary_p202_r0118:entry	202	kai kün'a	kai kün'a	raw_extraction	kay küna	kai kün-	verb_present_stem_guess	(ich) springe,	(ich) springe,						ocr_extracted	low	
119	lerch_glossary_p202_r0119:entry	202	kauyä	kauyä	raw_extraction	kawya	kauyä	self	kauye, Kampf, Streit, Schlacht. Vgl. Krin. qauyd, kauyä.	kauye, Kampf, Streit, Schlacht. Vgl. Krin. qauyd, kauyä.						ocr_extracted	low	
120	lerch_glossary_p202_r0120:entry	202	kaut	kaut	raw_extraction	kawt	ra	see_reference	fiel, 64.io; s. ra kaüta. kaüta rayer, auf den Weg fal- lend, d. h. sich auf den Weg machend, 51.7. kaut ver, zog hin (zu Jeman- dem), 55.». kaüta ver, partic., 62 is,64.4 3. 0- kaul, (ar. Jy), Rede, 57.9; 58.2.	fiel, 64. io; s. ra kaüta. kaüta rayer, auf den Weg fal- lend, d. h. sich auf den Weg machend, 51. 7. kaut ver, zog hin (zu Jeman- dem), 55. ». kaüta ver, partic. , 62 is, 64. 4 3. 0- kaul, (ar. Jy), Rede, 57. 9; 58. 2.	fall	rule_guess_from_german	düşmek	rule_guess_from_german		ocr_extracted	low	
121	lerch_glossary_p202_r0121:entry	202	kahdn	kahdn	raw_extraction	kahdn	ead	see_reference	alt; cf. Krm. s. ead. v.	alt; cf. Krm. s. ead. v.	old; oldest	rule_guess_from_german	yaşlı; en büyük	rule_guess_from_german		ocr_extracted	low	
122	lerch_glossary_p202_r0122:entry	202	kayit	kayít	text_form_match	kayit	v	see_reference	Brief; cf. Krm. s. v. kayid.	Brief; cf. Krm. s. v. kayid.						ocr_extracted	medium	text examples: uc-kardes-masali:tb05_l03; uc-kardes-masali:tb05_l13
123	lerch_glossary_p202_r0123:entry	202	katjr	katjr	raw_extraction	katjr	katjr	self	(türk.	(türk.						ocr_extracted	low	
124	lerch_glossary_p202_r0124:entry	202	Li	Li	raw_extraction	Li	Li	self	Maul- thier.	Maul- thier.						ocr_extracted	low	
125	lerch_glossary_p202_r0125:entry	202	kar	kār	text_form_match	kar	kar	existing_parent	Arbeit; cf. Krm. s. ead. v. kar kena, (ich)arbeite; s. kün’a.	Arbeit; cf. Krm. s. ead. v. kar kena, (ich)arbeite; s. kün’a.	1) work, activity 2) profit	matched_dezd_headword	1) çalışma, iş, eylem 2) kâr, kazanç	matched_dezd_headword	kar	headword_parented	medium	text examples: uc-kardes-masali:tb01_l05
126	lerch_glossary_p202_r0126:entry	202	karaküs	karaküs	raw_extraction	karaküs	karaküs	self	(türk, Habicht,	(türk, Habicht,						ocr_extracted	low	
127	lerch_glossary_p202_r0127:entry	202	k.irdi	k.irdi	raw_extraction	k.irdi	k.irdi	self	Messer. Vgl. Krm. ker.	Messer. Vgl. Krm. ker.						ocr_extracted	low	
128	lerch_glossary_p202_r0128:entry	202	qdfelna	qdfelna	raw_extraction	qdfêlna	qdfelna	self	geschlossen habend, 83.4.	geschlossen habend, 83. 4.						ocr_extracted	low	
129	lerch_glossary_p202_r0129:entry	202	qirqiSün	qi̥rqi̥šún	text_form_match	qırqışûn	qi̥rqi̥šún	self	Blei, Kugel; vgl. türk. ClAj}*- I	Blei, Kugel; vgl. türk. ClAj}*- I						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h04_l06
130	lerch_glossary_p202_r0130:entry	202	qjle	qjle	raw_extraction	qjlê	qjle	self	Flamme, 4.37.	Flamme, 4. 37.						ocr_extracted	low	
131	lerch_glossary_p202_r0131:entry	202	qilrn	qilrn	raw_extraction	qilrn	qilrn	self	kurz, qodt. kurz.	kurz, qodt. kurz.						ocr_extracted	low	
132	lerch_glossary_p202_r0132:entry	202	qund	qund	raw_extraction	qûnd	qund	self	ein Vogel von ’/* ^uss Grösse. Sein Schrei hat iihle Bedeutung bei den Kurden, quze = türk.	ein Vogel von ’/* ^uss Grösse. Sein Schrei hat iihle Bedeutung bei den Kurden, quze = türk.	bird; one	rule_guess_from_german	kuş; bir	rule_guess_from_german		ocr_extracted	low	
133	lerch_glossary_p202_r0133:entry	202	Karbegtini	Karbegtini	raw_extraction	Karbêgtini	Karbegtini	self	n. pr. 61.7.	n. pr. 61. 7.						ocr_extracted	low	
134	lerch_glossary_p202_r0134:entry	202	kaläni	kaläni	raw_extraction	kalani	kaläni	self	Schwerlscheide.	Schwerlscheide.						ocr_extracted	low	
135	lerch_glossary_p202_r0135:entry	202	käli kün’a	käli kün’a	raw_extraction	kali küna	käli kün-	verb_present_stem_guess	(ich) spreche,	(ich) spreche,						ocr_extracted	low	
136	lerch_glossary_p202_r0136:entry	202	kälma	kälma	raw_extraction	kalma	kälma	self	kälme, Schwert, 64.it.	kälme, Schwert, 64. it.	sword	rule_guess_from_german	kılıç	rule_guess_from_german		ocr_extracted	low	
137	lerch_glossary_p202_r0137:entry	202	kekü	kekü	raw_extraction	kêkü	kekü	self	Kuckuk. Vgl. Krm. kekö.	Kuckuk. Vgl. Krm. kekö.						ocr_extracted	low	
138	lerch_glossary_p202_r0138:entry	202	kerlng	kerlng	raw_extraction	kêrlng	kerlng	self	Kranich. Vgl. Krm. kolüig.	Kranich. Vgl. Krm. kolüig.						ocr_extracted	low	
139	lerch_glossary_p202_r0139:entry	202	kerge	kerge	raw_extraction	kêrgê	kerge	existing_parent	Huhn. G: kurka yallina che cova; s. PZ. IV 26, 27. kergai mjsri, Truthenne,	Huhn. G: kurka yallina che cova; s. PZ. IV 26, 27. kergai mjsri, Truthenne,	chicken	matched_dezd_headword	tavuk	matched_dezd_headword	kerge	headword_parented	medium	
140	lerch_glossary_p202_r0140:entry	202	kebäb	ke̱bā́b	text_form_match	kebab	kebab	existing_parent	Braten,	Braten,			kebap	matched_harun_headword	kebab	headword_parented	medium	text examples: uc-kardes-masali:tb04_l14; uc-kardes-masali:tb05_l06; uc-kardes-masali:tb05_l11
141	lerch_glossary_p202_r0141:entry	202	ke	ke	raw_extraction	kê	ke	existing_parent	dass.	dass.	1) so that, that, after, when 2) do, make	matched_dezd_headword	1) ki, eğer, şayet, ise, -diğini/-diğine, -eceğini/-eceğine, -dikten sonra 2) et	matched_dezd_headword	ke	headword_parented	medium	
142	lerch_glossary_p202_r0142:entry	202	kei	kei	raw_extraction	kêy	kei	self	Haus, Wohnung. Vgl. npers: (s. Ilaug in d. Zeitschr. d. d. m. G.	Haus, Wohnung. Vgl. npers: (s. Ilaug in d. Zeitschr. d. d. m. G.	house	rule_guess_from_german	ev	rule_guess_from_german		ocr_extracted	low	
143	lerch_glossary_p202_r0143:entry	202	VII	VII	raw_extraction	VYY	VII	self	323). keiye, ins Haus, nach Hause, 51 .9; 53.9.	323). keiye, ins Haus, nach Hause, 51. 9; 53. 9.	house	rule_guess_from_german	ev	rule_guess_from_german		ocr_extracted	low	
144	lerch_glossary_p202_r0144:entry	202	keike	keíke	text_form_match	kêykê	keíke	self	sobald als, 57.«.	sobald als, 57. «.						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h04_l13; uc-kardes-masali:tb09_l02
145	lerch_glossary_p203_r0145:entry	203	kcina	kcina	raw_extraction	kcina	kcina	self	Tochter, Mädchen. Ygl.altb: ka'\n\n, Jüngling, Jung- frau , kainü puella ( Itrrkli. Gl.); pärs: (Sp. PGr. 49); cf. Kuhn in Webers Ind. Stud. I, 329; Bopp Vgl. Gr. N. A. 1, 141 ; Hofers Zeitschrift I, 61, 133. yau kcinau yau lad, ein Mäd- chen und ein Knabe, 80.1.	Tochter, Mädchen. Vgl. altb: ka'\n\n, Jüngling, Jung- frau, kainü puella ( Itrrkli. Gl. ); pärs: (Sp. PGr. 49); cf. Kuhn in Webers Ind. Stud. I, 329; Bopp Vgl. Gr. N. A. 1, 141; Hofers Zeitschrift I, 61, 133. yau kcinau yau lad, ein Mäd- chen und ein Knabe, 80. 1.	daughter; girl	rule_guess_from_german	kız; kız çocuğu	rule_guess_from_german		ocr_extracted	low	
146	lerch_glossary_p203_r0146:entry	203	keincka	keincka	raw_extraction	kêyncka	keincka	self	keineke, Diminutiv von keina, 80.4, s.	keineke, Diminutiv von keina, 80. 4, s.						ocr_extracted	low	
147	lerch_glossary_p203_r0147:entry	203	keif = Krm. keif	keif = Krm. keif	raw_extraction	kêyf = Krm. kêyf	Krm. keif	equals_reference								ocr_extracted	low	
148	lerch_glossary_p203_r0148:entry	203	kenär	kenär	raw_extraction	kênar	kınar	existing_parent	Seile, Gegend. Vgl. npers: jbf.	Seile, Gegend. Vgl. npers: jbf.	edge	matched_dezd_headword	kenar	matched_dezd_headword	kınar	headword_parented	medium	
149	lerch_glossary_p203_r0149:entry	203	ken'a	kén’a	text_form_match	kêna	kerdene	existing_parent	(ich) mache	(ich) mache	to do; to make	manual_override	yapmak, etmek	manual_override	kerdene	headword_parented	medium	text examples: degirmenci-ve-tilki:mf05_l02; kauge-nyerib-u-hyeni:h01_l06; kauge-nyerib-u-hyeni:h05_l14
150	lerch_glossary_p203_r0150:entry	203	ki	ki	raw_extraction	ki	kerdene	existing_parent	(du) machst	(du) machst	to do; to make	manual_override	yapmak, etmek	manual_override	kerdene	headword_parented	medium	
151	lerch_glossary_p203_r0151:entry	203	kjd	kjd	raw_extraction	kjd	kjd	self	klein. kinga*= Krm. kinga.	klein. kinga*= Krm. kinga.	small	rule_guess_from_german	küçük	rule_guess_from_german		ocr_extracted	low	
152	lerch_glossary_p203_r0152:entry	203	kjj'ik	kjj'ik	raw_extraction	kjjik	kjj'ik	self	llais.	llais.						ocr_extracted	low	
153	lerch_glossary_p203_r0153:entry	203	kisen’a	ki̥šén’a	text_form_match	kışêna	ki̥šén-	verb_present_stem_guess	(ich) tödte, 63.o-io. kisün'i, (du) lödtest. 63.12. kist, tödtele, getödtet. kisti , siud getödtet worden, 6 1 .y; 64.13, 14. kiSya. wurde getödtet, 64.13.	(ich) tödte, 63. o-io. kisün'i, (du) lödtest. 63. 12. kist, tödtele, getödtet. kisti, siud getödtet worden, 6 1. y; 64. 13, 14. kiSya. wurde getödtet, 64. 13.						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h06_l06
154	lerch_glossary_p203_r0154:entry	203	kiüst	kiüst	raw_extraction	kywst	kiüst	self	Seite des menschlichen Kör- pers, 57.8 li.	Seite des menschlichen Kör- pers, 57. 8 li.						ocr_extracted	low	
155	lerch_glossary_p203_r0155:entry	203	Kird	Kird	raw_extraction	Kird	Kırd	existing_parent	Kurde,	Kurde,			bazışafi zazaların (Bingöl, Palu, Lice) kırdki dil tanımının yanında kullandıklarıkimlik tanımı	matched_dezd_headword	Kırd	headword_parented	medium	
156	lerch_glossary_p203_r0156:entry	203	kirindele	kirindele	raw_extraction	kirindêlê	kirindele	self	Frosch,	Frosch,						ocr_extracted	low	
157	lerch_glossary_p203_r0157:entry	203	kirj’e	kirj’e	raw_extraction	kirjê	kirj’e	self	Sonntag,	Sonntag,						ocr_extracted	low	
158	lerch_glossary_p203_r0158:entry	203	kildr	kildr	raw_extraction	kildr	kildr	self	(türk._^T), Eidechse,	(türk. _^T), Eidechse,						ocr_extracted	low	
159	lerch_glossary_p203_r0159:entry	203	kift	kift	raw_extraction	kift	kıft	existing_parent	Schulter.	Schulter.			omuz	matched_harun_headword	kıft	headword_parented	medium	
160	lerch_glossary_p203_r0160:entry	203	koen’a	koen’a	raw_extraction	koêna	kaut	see_reference	ruhe, schlafe; s. kaut,	ruhe, schlafe; s. kaut,						ocr_extracted	low	
161	lerch_glossary_p203_r0161:entry	203	koi	koi	raw_extraction	koy	koi	self	Berg. Cu. 306: ihjf koueke herz une montagne haute. Vgl. JC: kauf(Opp.	Berg. Cu. 306: ihjf koueke herz une montagne haute. Vgl. JC: kauf(Opp.	heart	rule_guess_from_german	kalp; yürek	rule_guess_from_german		ocr_extracted	low	
162	lerch_glossary_p203_r0162:entry	203	XVII	XVII	raw_extraction	XVYY	XVII	self	381); huzv: ao; pärs: (Sp. llzv.Gr. §21 Anm. 5); npers: i afgli: (H.); oss: xox, xoqx.	381); huzv: ao; pärs: (Sp. llzv. Gr. §21 Anm. 5); npers: i afgli: (H. ); oss: xox, xoqx.						ocr_extracted	low	
163	lerch_glossary_p203_r0163:entry	203	kotdr	kotdr	raw_extraction	kotdr	kotdr	self	Taube. Vgl. npers: J»yS, krm. kevük.	Taube. Vgl. npers: J»yS, krm. kevük.						ocr_extracted	low	
164	lerch_glossary_p203_r0164:entry	203	kör	kör	qa_reviewed	kor	kor	existing_parent	blind	blind	blind	qa_reviewed	kör	qa_reviewed	kor	qa_reviewed	high	
165	lerch_glossary_p203_r0165:entry	203	korbcld	korbcld	raw_extraction	korbcld	korbcld	self	ein Vogel, = tiirk.ac^j.	ein Vogel, = türk. . ac^j.	bird; one	rule_guess_from_german	kuş; bir	rule_guess_from_german		ocr_extracted	low	
166	lerch_glossary_p203_r0166:entry	203	kolikei zindi	kolikei zindi	raw_extraction	kolikêy zindi	kolikei zindi	self	Nasenlöcher,	Nasenlöcher,						ocr_extracted	low	
167	lerch_glossary_p203_r0167:entry	203	köpeki	kōpé̱ki	text_form_match	kopeki	kōpé̱ki	self	abschenlich, 82.8.	abschenlich, 82. 8.						ocr_extracted	medium	text examples: goin-puhu-kusunun-hikayesi:g04_l01
168	lerch_glossary_p203_r0168:entry	203	komur	komur	raw_extraction	komûr	komur	self	(türk.^y ), Kohle,	(türk. ^y ), Kohle,						ocr_extracted	low	
169	lerch_glossary_p203_r0169:entry	203	ku. (er) macht	ku. (er) macht	raw_extraction	kû. (êr) macht	ku. (er) macht	self	mache, 52. i.	mache, 52. i.						ocr_extracted	low	
170	lerch_glossary_p203_r0170:entry	203	kuen a	kuén’a	text_form_match	kwêna	kuén-	verb_present_stem_guess	(ich) klopfe,	(ich) klopfe,						ocr_extracted	medium	text examples: goin-puhu-kusunun-hikayesi:g02_l06
171	lerch_glossary_p203_r0171:entry	203	kusera	kusera	raw_extraction	kûsêra	kusera	self	wohin,	wohin,						ocr_extracted	low	
172	lerch_glossary_p203_r0172:entry	203	kut	kút̮	text_form_match	kûç	kút̮	self	Feld, Acker,	Feld, Acker,						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h04_l07
173	lerch_glossary_p203_r0173:entry	203	kütik	kütik	raw_extraction	kütik	kutık	existing_parent	Hund. Vgl. Krm. kütik, kuti.	Hund. Vgl. Krm. kütik, kuti.	dog	matched_dezd_headword	köpek	matched_dezd_headword	kutık	headword_parented	medium	
174	lerch_glossary_p203_r0174:entry	203	kurq	kurq	raw_extraction	kûrq	kurq	self	Fell, Pelz. Vgl. Krm. kurq. r ^^oogk	Fell, Pelz. Vgl. Krm. kurq. r ^^oogk						ocr_extracted	low	
175	lerch_glossary_p204_r0175:entry	204	kuterän	kuterän	raw_extraction	kûtêran	kuterän	self	lleerd. ii 1	lleerd. ii 1						ocr_extracted	low	
176	lerch_glossary_p204_r0176:entry	204	ga	ga	raw_extraction	ga	ga	existing_parent	Stier. Vgl. Krin. ga, ge. gai büeri, brauner Stier, gai suri, rother Stier,	Stier. Vgl. Krin. ga, ge. gai büeri, brauner Stier, gai suri, rother Stier,	ox, bullock	matched_dezd_headword	öküz (kısırlaştırılmış boğa)	matched_dezd_headword	ga	headword_parented	medium	
177	lerch_glossary_p204_r0177:entry	204	gaz keu'a	gaz keu'a	raw_extraction	gaz kêwa	gaz keu-	verb_present_stem_guess	beisse.	beisse.						ocr_extracted	low	
178	lerch_glossary_p204_r0178:entry	204	gämye	gā́mye	text_form_match	gamyê	gā́mye	self	ein wenig,	ein wenig,	one	rule_guess_from_german	bir	rule_guess_from_german		ocr_extracted	medium	text examples: uc-kardes-masali:tb02_l14
179	lerch_glossary_p204_r0179:entry	204	geira	geíra	text_form_match	gêyra	geren’a	see_reference	ging, 56.7; s. geren’a.	ging, 56. 7; s. geren’a.	go	rule_guess_from_german	gitmek	rule_guess_from_german		ocr_extracted	medium	text examples: uc-kardes-masali:tb07_l02; uc-kardes-masali:tb08_l02; uc-kardes-masali:tb08_l03
180	lerch_glossary_p204_r0180:entry	204	gcraüt	gcraüt	raw_extraction	gcrawt	gcraüt	self	nahm, griff, s. gdn’a. Vgl. Krm. girt. ez geraüta, ich bin ergrifleu worden, 56.10. liegeraüt, nahm nicht, 61.o.	nahm, griff, s. gdn’a. Vgl. Krm. girt. ez geraüta, ich bin ergrifleu worden, 56. 10. liegeraüt, nahm nicht, 61. o.	take	rule_guess_from_german	almak	rule_guess_from_german		ocr_extracted	low	
181	lerch_glossary_p204_r0181:entry	204	geren’a	geren’a	raw_extraction	gêrêna	geren-	verb_present_stem_guess	(ich) gehe. di girlai, gingen davon, 62. io.	(ich) gehe. di girlai, gingen davon, 62. io.						ocr_extracted	low	
182	lerch_glossary_p204_r0182:entry	204	gelähke	gelähke	raw_extraction	gêlahkê	gelähke	self	Mal. Ön’a gelähke, dieses Mal.	Mal. Ön’a gelähke, dieses Mal.						ocr_extracted	low	
183	lerch_glossary_p204_r0183:entry	204	gjzik	gjzik	raw_extraction	gjzik	gjzik	self	Haar,	Haar,						ocr_extracted	low	
184	lerch_glossary_p204_r0184:entry	204	gil	gil	raw_extraction	gil	gıl	existing_parent	Ast. gile = g|2ik.	Ast. gile = g|2ik.			1) dal 2) uç, zirve	matched_dezd_headword	gıl	headword_parented	medium	
185	lerch_glossary_p204_r0185:entry	204	gö’en	gö’en	raw_extraction	goên	gö’in	see_reference	Blut; s. gö’in.	Blut; s. gö’in.	blood	rule_guess_from_german	kan	rule_guess_from_german		ocr_extracted	low	
186	lerch_glossary_p204_r0186:entry	204	gö’elik	gö’elik	raw_extraction	goêlik	ga	see_reference	gölek, Kalb; s. ga.	gölek, Kalb; s. ga.						ocr_extracted	low	
187	lerch_glossary_p204_r0187:entry	204	gözeke	gözeke	raw_extraction	gozêkê	gözeke	self	Knöchel.	Knöchel.						ocr_extracted	low	
188	lerch_glossary_p204_r0188:entry	204	gen’a	ǵén’a	text_form_match	gêna	ǵén-	verb_present_stem_guess	(ich) nehme, 66.13. bigü (imp.), nimm, bigä, (ich) werde nehmen, bjgi, (du) wirst nehmen, 66.14. geraut, nahm. , k. | kutelän = kuteräh.	(ich) nehme, 66. 13. bigü (imp. ), nimm, bigä, (ich) werde nehmen, bjgi, (du) wirst nehmen, 66. 14. geraut, nahm. , k. | kutelän = kuteräh.						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h03_l14; uc-kardes-masali:tb08_l11
189	lerch_glossary_p204_r0189:entry	204	göst	göst	raw_extraction	gost	goşt	existing_parent	Fleisch. Vgl. Krm. göst.	Fleisch. Vgl. Krm. göst.	meat	matched_dezd_headword	et	matched_dezd_headword	goşt	headword_parented	medium	
190	lerch_glossary_p204_r0190:entry	204	gölek	gölek	raw_extraction	golêk	gölek	self	gölik = gö’elik.	gölik = gö’elik.						ocr_extracted	low	
191	lerch_glossary_p204_r0191:entry	204	gölikäu	gölikäu	raw_extraction	golikaw	gölikäu	self	Kälberweide,	Kälberweide,						ocr_extracted	low	
192	lerch_glossary_p204_r0192:entry	204	gövdndi	gövdndi	raw_extraction	govdndi	gövdndi	self	Tanz. Vgl. Krm. gövend.	Tanz. Vgl. Krm. gövend.						ocr_extracted	low	
193	lerch_glossary_p204_r0193:entry	204	gurä	gurä	raw_extraction	gûra	gurä	self	gure, Arbeit. guraükh, eine Arbeit, ein Ge- schäft. te te guraüke vädi beral me destra yen’u, welche Arbeit du ansagsl (befiehlst), mein Bruder wird sie leisten 56.4-3.	gure, Arbeit. guraükh, eine Arbeit, ein Ge- schäft. te te guraüke vädi beral me destra yen’u, welche Arbeit du ansagsl (befiehlst), mein Bruder wird sie leisten 56. 4-3.	brother; one	rule_guess_from_german	kardeş; bir	rule_guess_from_german		ocr_extracted	low	
194	lerch_glossary_p204_r0194:entry	204	gnen’a	gnen’a	raw_extraction	gnêna	gnen-	verb_present_stem_guess	(ich) falle. gnen’u eru, fallt herab, fällt auf die Erde, 57.7-8. gna, fiel. gna Ahniedi pei tlmyiru, Bei dem Achmed zwischen die Augen, 64.11-12.	(ich) falle. gnen’u eru, fallt herab, fällt auf die Erde, 57. 7-8. gna, fiel. gna Ahniedi pei tlmyiru, Bei dem Achmed zwischen die Augen, 64. 11-12.	earth; ground	rule_guess_from_german	toprak; yer	rule_guess_from_german		ocr_extracted	low	
195	lerch_glossary_p204_r0195:entry	204	gern	gern	raw_extraction	gêrn	Aktk	see_reference	wann. Vgl. Krm. germ, germ. Xa’in, (arab. ^.li), Verräthcr. Xa'ine ken’a, (ich) verrathe. Vgl. Krm. ka’in. Xazirän, Monatsn.; s. Aktk. I.S.xv. •yarib, (ar. fremd. yal6, YVaizen. Vgl. Krm. genim.	wann. Vgl. Krm. germ, germ. Xa’in, (arab. ^. li), Verräthcr. Xa'ine ken’a, (ich) verrathe. Vgl. Krm. ka’in. Xazirän, Monatsn. ; s. Aktk. I. S. xv. •yarib, (ar. fremd. yal6, YVaizen. Vgl. Krm. genim.						ocr_extracted	low	
196	lerch_glossary_p205_r0196:entry	205	tau	t̮au	text_form_match	çaw	t̮au	self	Jemand. tau tchemia, niemals, taüde, nirgend, tewi desti, keines Menschen Hand.	Jemand. tau tchemia, niemals, taüde, nirgend, tewi desti, keines Menschen Hand.	hand	rule_guess_from_german	el	rule_guess_from_german		ocr_extracted	medium	text examples: goin-puhu-kusunun-hikayesi:g02_l05; kauge-nyerib-u-hyeni:h02_l11; kauge-nyerib-u-hyeni:h03_l10
197	lerch_glossary_p205_r0197:entry	205	taurös	taurös	raw_extraction	tawros	taurös	self	vierzig,	vierzig,						ocr_extracted	low	
198	lerch_glossary_p205_r0198:entry	205	tauresin	tauresin	raw_extraction	tawrêsin	tauresin	self	vierzigste.	vierzigste.						ocr_extracted	low	
199	lerch_glossary_p205_r0199:entry	205	tÄke	tÄke	raw_extraction	tAkê	tÄke	self	Schienbein,	Schienbein,						ocr_extracted	low	
200	lerch_glossary_p205_r0200:entry	205	tankäl	tankäl	raw_extraction	tankal	tankäl	self	Fledermaus,	Fledermaus,						ocr_extracted	low	
201	lerch_glossary_p205_r0201:entry	205	tare	tare	raw_extraction	tarê	tare	self	Stirn,	Stirn,						ocr_extracted	low	
202	lerch_glossary_p205_r0202:entry	205	tarös	tarös	raw_extraction	taros	tarös	self	vierzehn,	vierzehn,						ocr_extracted	low	
203	lerch_glossary_p205_r0203:entry	205	taresin	taresin	raw_extraction	tarêsin	taresin	self	vierzehnte,	vierzehnte,						ocr_extracted	low	
204	lerch_glossary_p205_r0204:entry	205	taräcme	taräcme	raw_extraction	taracmê	taräcme	self	Mittwoch. Vgl. Krm. tarsembe.	Mittwoch. Vgl. Krm. tarsembe.						ocr_extracted	low	
205	lerch_glossary_p205_r0205:entry	205	tarSQ	tarSQ	raw_extraction	tarSQ	Krm	see_reference	Markt; s. Krm. tarsü. tek = tek.	Markt; s. Krm. tarsü. tek = tek.						ocr_extracted	low	
206	lerch_glossary_p205_r0206:entry	205	tend	tend	raw_extraction	tênd	tend	self	wie viel.	wie viel.						ocr_extracted	low	
207	lerch_glossary_p205_r0207:entry	205	çene	çene	raw_extraction	cênê	çene	existing_parent	Kinn	Kinn	1) corner, edge 2) chin, mentum 3) talkativeness, loquacity	manual_override	1) köşe 2) çene 3) çok konuşma huyu, gevezelik	manual_override	çene	headword_parented	medium	
208	lerch_glossary_p205_r0208:entry	205	IV	IV	raw_extraction	İV	IV	self	20-21. Teite, Ortsname, 63. l. yizmkär = krm.	20-21. Teite, Ortsname, 63. l. yizmkär = krm.						ocr_extracted	low	
209	lerch_glossary_p205_r0209:entry	205	Yjzmkär	Yjzmkär	raw_extraction	Yjzmkar	Yjzmkär	self	jfizni- kär. Tele = krm. Tirt.	jfizni- kär. Tele = krm. Tirt.						ocr_extracted	low	
210	lerch_glossary_p205_r0210:entry	205	tehtir	tehtir	raw_extraction	têhtir	tehtir	self	vier,	vier,	four	rule_guess_from_german	dört	rule_guess_from_german		ocr_extracted	low	
211	lerch_glossary_p205_r0211:entry	205	teherin	teherin	raw_extraction	têhêrin	teherin	self	vierte,	vierte,						ocr_extracted	low	
