row_id	entry_id	source_page	entry_lerch	entry_modern_zazaki_guess	parent_headword	definition_de	definition_en	definition_tr	entry_review_status	conversion_confidence	conversion_notes
181	lerch_glossary_p204_r0181:entry	204	geren’a	gêrêna		(ich) gehe. di girlai, gingen davon, 62. io.			ocr_extracted	low	source row is still OCR-level
182	lerch_glossary_p204_r0182:entry	204	gelähke	gêlahkê		Mal. Ön’a gelähke, dieses Mal.			ocr_extracted	low	source row is still OCR-level
183	lerch_glossary_p204_r0183:entry	204	gjzik	gjzik		Haar,			ocr_extracted	low	source row is still OCR-level
184	lerch_glossary_p204_r0184:entry	204	gil	gil	gıl	Ast. gile = g|2ik.		1) dal 2) uç, zirve	headword_parented	medium	
185	lerch_glossary_p204_r0185:entry	204	gö’en	goên		Blut; s. gö’in.			ocr_extracted	low	source row is still OCR-level
186	lerch_glossary_p204_r0186:entry	204	gö’elik	goêlik		gölek, Kalb; s. ga.			ocr_extracted	low	source row is still OCR-level
187	lerch_glossary_p204_r0187:entry	204	gözeke	gozêkê		Knöchel.			ocr_extracted	low	source row is still OCR-level
188	lerch_glossary_p204_r0188:entry	204	gen’a	gêna		(ich) nehme, 66.13. bigü (imp.), nimm, bigä, (ich) werde nehmen, bjgi, (du) wirst nehmen, 66.14. geraut, nahm. , k. | kutelän = kuteräh.			ocr_extracted	low	source row is still OCR-level
189	lerch_glossary_p204_r0189:entry	204	göst	gost	goşt	Fleisch. Vgl. Krm. göst.	meat	et	headword_parented	medium	
190	lerch_glossary_p204_r0190:entry	204	gölek	golêk		gölik = gö’elik.			ocr_extracted	low	source row is still OCR-level
191	lerch_glossary_p204_r0191:entry	204	gölikäu	golikaw		Kälberweide,			ocr_extracted	low	source row is still OCR-level
192	lerch_glossary_p204_r0192:entry	204	gövdndi	govdndi		Tanz. Vgl. Krm. gövend.			ocr_extracted	low	source row is still OCR-level
193	lerch_glossary_p204_r0193:entry	204	gurä	gûra		gure, Arbeit. guraükh, eine Arbeit, ein Ge- schäft. te te guraüke vädi beral me destra yen’u, welche Arbeit du ansagsl (befiehlst), mein Bruder wird sie leisten 56.4-3.			ocr_extracted	low	source row is still OCR-level
194	lerch_glossary_p204_r0194:entry	204	gnen’a	gnêna		(ich) falle. gnen’u eru, fallt herab, fällt auf die Erde, 57.7-8. gna, fiel. gna Ahniedi pei tlmyiru, Bei dem Achmed zwischen die Augen, 64.11-12.			ocr_extracted	low	source row is still OCR-level
195	lerch_glossary_p204_r0195:entry	204	gern	gêrn		wann. Vgl. Krm. germ, germ. Xa’in, (arab. ^.li), Verräthcr. Xa'ine ken’a, (ich) verrathe. Vgl. Krm. ka’in. Xazirän, Monatsn.; s. Aktk. I.S.xv. •yarib, (ar. fremd. yal6, YVaizen. Vgl. Krm. genim.			ocr_extracted	low	source row is still OCR-level
196	lerch_glossary_p205_r0196:entry	205	tau	taw		Jemand. tau tchemia, niemals, taüde, nirgend, tewi desti, keines Menschen Hand.			ocr_extracted	low	source row is still OCR-level
197	lerch_glossary_p205_r0197:entry	205	taurös	tawros		vierzig,			ocr_extracted	low	source row is still OCR-level
198	lerch_glossary_p205_r0198:entry	205	tauresin	tawrêsin		vierzigste.			ocr_extracted	low	source row is still OCR-level
199	lerch_glossary_p205_r0199:entry	205	tÄke	tAkê		Schienbein,			ocr_extracted	low	source row is still OCR-level
200	lerch_glossary_p205_r0200:entry	205	tankäl	tankal		Fledermaus,			ocr_extracted	low	source row is still OCR-level
201	lerch_glossary_p205_r0201:entry	205	tare	tarê		Stirn,			ocr_extracted	low	source row is still OCR-level
202	lerch_glossary_p205_r0202:entry	205	tarös	taros		vierzehn,			ocr_extracted	low	source row is still OCR-level
203	lerch_glossary_p205_r0203:entry	205	taresin	tarêsin		vierzehnte,			ocr_extracted	low	source row is still OCR-level
204	lerch_glossary_p205_r0204:entry	205	taräcme	taracmê		Mittwoch. Vgl. Krm. tarsembe.			ocr_extracted	low	source row is still OCR-level
205	lerch_glossary_p205_r0205:entry	205	tarSQ	tarSQ		Markt; s. Krm. tarsü. tek = tek.			ocr_extracted	low	source row is still OCR-level
206	lerch_glossary_p205_r0206:entry	205	tend	tênd		wie viel.			ocr_extracted	low	source row is still OCR-level
207	lerch_glossary_p205_r0207:entry	205	çene	cênê	çene	Kinn	1) corner, edge 2) chin, mentum 3) talkativeness, loquacity	1) köşe 2) çene 3) çok konuşma huyu, gevezelik	headword_parented	medium	
208	lerch_glossary_p205_r0208:entry	205	IV	İV		20-21. Teite, Ortsname, 63. l. yizmkär = krm.			ocr_extracted	low	source row is still OCR-level
209	lerch_glossary_p205_r0209:entry	205	Yjzmkär	Yjzmkar		jfizni- kär. Tele = krm. Tirt.			ocr_extracted	low	source row is still OCR-level
210	lerch_glossary_p205_r0210:entry	205	tehtir	têhtir		vier,			ocr_extracted	low	source row is still OCR-level
211	lerch_glossary_p205_r0211:entry	205	teherin	têhêrin		vierte,			ocr_extracted	low	source row is still OCR-level
212	lerch_glossary_p205_r0212:entry	205	tek	têk		Pistole.			ocr_extracted	low	source row is still OCR-level
213	lerch_glossary_p205_r0213:entry	205	tenitaqü	tênitaqü		temteqü pa§ä, 84 sq.			ocr_extracted	low	source row is still OCR-level
214	lerch_glossary_p205_r0214:entry	205	tjmke	tjmkê		sobald, 70.i2-t3.			ocr_extracted	low	source row is still OCR-level
215	lerch_glossary_p205_r0215:entry	205	çı	cı		Speise, 54.10.			ocr_extracted	low	source row is still OCR-level
216	lerch_glossary_p205_r0216:entry	205	çı	cı	çı	was	what	ne	headword_parented	medium	
217	lerch_glossary_p205_r0217:entry	205	tiän	tyan		(türk. ^L»), Eidechse,			ocr_extracted	low	source row is still OCR-level
218	lerch_glossary_p205_r0218:entry	205	tikarei	tikarêy		was treibt ihr, was macht ihr?	what are you doing?	ne yapıyorsunuz?	qa_reviewed	high	
219	lerch_glossary_p205_r0219:entry	205	tide	tidê		Brust (weibliche). Vgl. P. Boetticher Arica, p. 72 (172).			ocr_extracted	low	source row is still OCR-level
220	lerch_glossary_p205_r0220:entry	205	tinau	tinaw		wie ist?	how is it?	nasıl?	qa_reviewed	high	
221	lerch_glossary_p205_r0221:entry	205	tinßn’a	tinßna		(ich) schneide, mähe, tina, schnitt, 49.9; 50.8. bitiua, (ich) werde schneiden, bitini, werden schneiden, 49.7.			ocr_extracted	low	source row is still OCR-level
222	lerch_glossary_p206_r0222:entry	206	tihü	tihü		ist nicht, 55.12-13. Vgl. Krm. tune,			ocr_extracted	low	source row is still OCR-level
223	lerch_glossary_p206_r0223:entry	206	tiralic	tiralic		(ar. ^Ij»), Chirurg. [ez tirdhei d'ewya, ich bin der Chirurg des Dev, nicht: ich			ocr_extracted	low	source row is still OCR-level
224	lerch_glossary_p206_r0224:entry	206	da	da		Ort. Vgl. Krm. dl, di. däde ver da, warf hiD, warf bei Seite, 72.3-4. daiki, an einem Orte, irgendwo.			ocr_extracted	low	source row is still OCR-level
225	lerch_glossary_p206_r0225:entry	206	<Jau	<Jaw		Gerste. Vgl. Krm. de.			ocr_extracted	low	source row is still OCR-level
226	lerch_glossary_p206_r0226:entry	206	Pauz	Pawz		Ortsname, 71.5.			ocr_extracted	low	source row is still OCR-level
227	lerch_glossary_p206_r0227:entry	206	dan mirdi	dan mirdi		Heldenseele,			ocr_extracted	low	source row is still OCR-level
228	lerch_glossary_p206_r0228:entry	206	dal	dal		bitter. Vgl. Krm. tal.			ocr_extracted	low	source row is still OCR-level
229	lerch_glossary_p206_r0229:entry	206	debäb	dêbab		(ar. ^Jy»), Au ,wort. debäbe ken’a , debiibc dann, (ich) antworte, 50.8.			ocr_extracted	low	source row is still OCR-level
230	lerch_glossary_p206_r0230:entry	206	navaüke	navawkê		so lange bis, nicht frü- her als, 66.14; 67. l.			ocr_extracted	low	source row is still OCR-level
231	lerch_glossary_p206_r0231:entry	206	liebe	lyêbê		hebe, nicht, 49.2; 61.9.			ocr_extracted	low	source row is still OCR-level
232	lerch_glossary_p206_r0232:entry	206	he	hê		nicht,			ocr_extracted	low	source row is still OCR-level
233	lerch_glossary_p206_r0233:entry	206	hebl	hêbl		waren nicht,			ocr_extracted	low	source row is still OCR-level
234	lerch_glossary_p206_r0234:entry	206	nddl	nddl		sah nicht, 55.6. hin ein Devbändiger, trie 57.2 übersetzt ist.]			ocr_extracted	low	source row is still OCR-level
235	lerch_glossary_p206_r0235:entry	206	tiri	tiri		warum, 73.7.			ocr_extracted	low	source row is still OCR-level
236	lerch_glossary_p206_r0236:entry	206	tirtele	tirtêlê		Heimchen,			ocr_extracted	low	source row is still OCR-level
237	lerch_glossary_p206_r0237:entry	206	çım	cım	çım	Auge	eye	göz	headword_parented	medium	
238	lerch_glossary_p206_r0238:entry	206	tö	to		tü, Stab.			ocr_extracted	low	source row is still OCR-level
239	lerch_glossary_p206_r0239:entry	206	toadüli	toadüli		Säugling; s. tjde.			ocr_extracted	low	source row is still OCR-level
240	lerch_glossary_p206_r0240:entry	206	tü	tü		s. tö.			ocr_extracted	low	source row is still OCR-level
241	lerch_glossary_p206_r0241:entry	206	denazd	dênazd		Leiche, 65. i.			ocr_extracted	low	source row is still OCR-level
242	lerch_glossary_p206_r0242:entry	206	denen’a	dênêna		ez vizdi denen’a, ich pfeife,			ocr_extracted	low	source row is still OCR-level
243	lerch_glossary_p206_r0243:entry	206	diei	dyêy		ma hirye hemine berä'i diei, wir alle drei sind Brüder, 50.io.			ocr_extracted	low	source row is still OCR-level
244	lerch_glossary_p206_r0244:entry	206	dit	dit		Pflug, Pfluggespaun. Vgl. Krm. döt. dit kdn’e, (ich) pflüge,			ocr_extracted	low	source row is still OCR-level
245	lerch_glossary_p206_r0245:entry	206	dinazd	dinazd		Leiche: s. denazd.			ocr_extracted	low	source row is still OCR-level
246	lerch_glossary_p206_r0246:entry	206	döan	doan		veri doan, einst, 71.3.			ocr_extracted	low	source row is still OCR-level
247	lerch_glossary_p206_r0247:entry	206	dör	dor		Grube.			ocr_extracted	low	source row is still OCR-level
248	lerch_glossary_p206_r0248:entry	206	nennst	nênnst		schrieb nicht,			ocr_extracted	low	source row is still OCR-level
249	lerch_glossary_p206_r0249:entry	206	nesen’a väda	nêsêna vada		werde nicht spre chen, 61.8.			ocr_extracted	low	source row is still OCR-level
250	lerch_glossary_p206_r0250:entry	206	neSnawhn'a	nêSnawhna		(ich) höre nicht,			ocr_extracted	low	source row is still OCR-level
251	lerch_glossary_p206_r0251:entry	206	hesna'ütu	hêsnaütû		hörte nicht, 50.7.			ocr_extracted	low	source row is still OCR-level
252	lerch_glossary_p206_r0252:entry	206	Nerib	Nêrib		Ortsname.			ocr_extracted	low	source row is still OCR-level
253	lerch_glossary_p207_r0253:entry	207	f Nerbkl	f Nêrbkl		Appellativ von Nerib.			ocr_extracted	low	source row is still OCR-level
254	lerch_glossary_p207_r0254:entry	207	iieben’i	yyêbêni		sind nicht, werden nicht			ocr_extracted	low	source row is still OCR-level
255	lerch_glossary_p207_r0255:entry	207	ya	ya	a	sie (3. pcrs. sing.), 51.7. tide yai (yei), ihre Brust, ihre Brüste, 1.«. niyßrde yai, ihr Mann, bauke ye, ihr Vater (leur pere), 64 . 13-14 .	she	o	headword_parented	medium	
256	lerch_glossary_p207_r0256:entry	207	yau	yaw		ein, eine, ein.			ocr_extracted	low	source row is still OCR-level
257	lerch_glossary_p207_r0257:entry	207	yaudds	yawdds		eilf.			ocr_extracted	low	source row is still OCR-level
258	lerch_glossary_p207_r0258:entry	207	yaudesin	yawdêsin		eilfte.			ocr_extracted	low	source row is still OCR-level
259	lerch_glossary_p207_r0259:entry	207	yatina	yatina		der, die, das andere, yaundes = yaudes.			ocr_extracted	low	source row is still OCR-level
260	lerch_glossary_p207_r0260:entry	207	yaüve	yawvê		erste,			ocr_extracted	low	source row is still OCR-level
261	lerch_glossary_p207_r0261:entry	207	ya rödi	ya rodi		längst,			ocr_extracted	low	source row is still OCR-level
262	lerch_glossary_p207_r0262:entry	207	yedeg	yêdêg		Ring am Finger.			ocr_extracted	low	source row is still OCR-level
263	lerch_glossary_p207_r0263:entry	207	teir	têyr		(ar.^rX), Vogel, terä kerd = tra kerd ; s. tra ken’a.			ocr_extracted	low	source row is still OCR-level
264	lerch_glossary_p207_r0264:entry	207	terd geraut	têrd gêrawt		entriss, riss aus (der Hand).			ocr_extracted	low	source row is still OCR-level
265	lerch_glossary_p207_r0265:entry	207	terek	têrêk		Fehde,			ocr_extracted	low	source row is still OCR-level
266	lerch_glossary_p207_r0266:entry	207	tebdr	têbdr		heraus, hinaus. se tebdr, ging hinaus,			ocr_extracted	low	source row is still OCR-level
267	lerch_glossary_p207_r0267:entry	207	tjzi	tjzi		auch du; s. tu.			ocr_extracted	low	source row is still OCR-level
268	lerch_glossary_p207_r0268:entry	207	Tjrk	Tjrk		Türke.			ocr_extracted	low	source row is still OCR-level
269	lerch_glossary_p207_r0269:entry	207	tjrs	tjrs		Schild (nicht Gürtel wie 72. übersetzt ist),			ocr_extracted	low	source row is still OCR-level
270	lerch_glossary_p207_r0270:entry	207	tia	tya		hier; s. ctia. sein, 62 9.			ocr_extracted	low	source row is still OCR-level
271	lerch_glossary_p207_r0271:entry	207	nu	nû		ist nicht, 62. i»			ocr_extracted	low	source row is still OCR-level
272	lerch_glossary_p207_r0272:entry	207	ye	yê	a	s. ya.	she	o	headword_parented	medium	
273	lerch_glossary_p207_r0273:entry	207	yei	yêy		s. ya.			ocr_extracted	low	source row is still OCR-level
274	lerch_glossary_p207_r0274:entry	207	yen’a	yêna	amayene	ich komme	to come / I come	gelmek / geliyorum	qa_reviewed	high	
275	lerch_glossary_p207_r0275:entry	207	ydni	ydni		sein, seine, sein; ihr, ihre, ihr, 49.3. y£ne, 64.3. ydnera, 64.4.			ocr_extracted	low	source row is still OCR-level
276	lerch_glossary_p207_r0276:entry	207	yere	yêrê	yere	Abend; Nachmittagszeit	afternoon; late afternoon prayer time	ikindi, öğle ile akşam arası vakit	headword_parented	medium	
277	lerch_glossary_p207_r0277:entry	207	yemiS	yêmiS	yemiş	Frucht.		yemiş	headword_parented	medium	
278	lerch_glossary_p207_r0278:entry	207	tiii	tyyy		Schein, Glanz.			ocr_extracted	low	source row is still OCR-level
279	lerch_glossary_p207_r0279:entry	207	tilislm	tilislm		(ar. fJL), Talisman.			ocr_extracted	low	source row is still OCR-level
280	lerch_glossary_p207_r0280:entry	207	top kerd	top kêrd		sammelte, versammelte. tople kerd, versammelte,			ocr_extracted	low	source row is still OCR-level
281	lerch_glossary_p207_r0281:entry	207	turge	tûrgê		’ Hagel,			ocr_extracted	low	source row is still OCR-level
282	lerch_glossary_p207_r0282:entry	207	tu	tû	tı	du.	you	sen, seni	headword_parented	medium	
283	lerch_glossary_p207_r0283:entry	207	tumäni	tûmani	tumani	Hosen.	underpants	külotlar	headword_parented	medium	
284	lerch_glossary_p207_r0284:entry	207	tufiiig	tûfyyyg		Flinte; s. Krm. tufeng.			ocr_extracted	low	source row is still OCR-level
285	lerch_glossary_p207_r0285:entry	207	tuyera	tûyêra		däre tuyera, Maulbeerbaum,			ocr_extracted	low	source row is still OCR-level
286	lerch_glossary_p207_r0286:entry	207	tra ken’a	tra kêna		reisse aus, schlage ab. tra ke (imp.), schlage ab. tra kerd, riss ab, schlug ab.			ocr_extracted	low	source row is still OCR-level
287	lerch_glossary_p208_r0287:entry	208	da	da	dayene	gab; s. d;iua.	give	vermek	headword_parented	medium	
288	lerch_glossary_p208_r0288:entry	208	daike	daykê		Mutter. Vgl. Krm. dl.			ocr_extracted	low	source row is still OCR-level
289	lerch_glossary_p208_r0289:entry	208	dau	daw		Dorf. Vgl. npers: 0a.			ocr_extracted	low	source row is still OCR-level
290	lerch_glossary_p208_r0290:entry	208	daiuin	daywyn		Dorfbewohner,			ocr_extracted	low	source row is still OCR-level
291	lerch_glossary_p208_r0291:entry	208	daiilbe	dayylbê		Trommel.			ocr_extracted	low	source row is still OCR-level
292	lerch_glossary_p208_r0292:entry	208	daM	daM		(türk, ^ia), noch, dat.			ocr_extracted	low	source row is still OCR-level
293	lerch_glossary_p208_r0293:entry	208	Onkel	Onkêl		Vatersbruder,			ocr_extracted	low	source row is still OCR-level
294	lerch_glossary_p208_r0294:entry	208	däna	dana		(ich) gebe. Vgl. Krm. da. dar. Baum. Vgl. Knn. dar.			ocr_extracted	low	source row is still OCR-level
295	lerch_glossary_p208_r0295:entry	208	DeStei Henzi	DêStêy Hênzi		Ortsname, 66 1 -2 ; s. dei'Ste.			ocr_extracted	low	source row is still OCR-level
296	lerch_glossary_p208_r0296:entry	208	des	dês	des	zehn,		on	headword_parented	medium	
297	lerch_glossary_p208_r0297:entry	208	desfn	dêsfn		zehnte,			ocr_extracted	low	source row is still OCR-level
298	lerch_glossary_p208_r0298:entry	208	dest	dêst	dest	Hand. S. Krm. dest.	hand	el	headword_parented	medium	
299	lerch_glossary_p208_r0299:entry	208	derg	dêrg	derg	lang. Vgl. Krm. deröü. derg ken’a, verlängere, mache lang.	1) long 2) high	1) yüksek 2) büyük (direk, ağaç)	headword_parented	medium	
300	lerch_glossary_p208_r0300:entry	208	derd	dêrd	derd	Schmerz. S. Krm. derd.	worry, sorrow	dert	headword_parented	medium	
301	lerch_glossary_p208_r0301:entry	208	del	dêl	del	Hündin	female dog; bitch	dişi köpek	headword_parented	medium	
302	lerch_glossary_p208_r0302:entry	208	deve	dêvê	deve	(ar. 0_>a). Kameel.	camel	deve	headword_parented	medium	
303	lerch_glossary_p208_r0303:entry	208	deyine	dêyinê		geschieht,			ocr_extracted	low	source row is still OCR-level
304	lerch_glossary_p208_r0304:entry	208	dendän	dêndan		Zahn. Vgl. Krm. dedän. des = des. des u heiät, achtzehn, des u nau, neunzehn.			ocr_extracted	low	source row is still OCR-level
305	lerch_glossary_p208_r0305:entry	208	desmäl	dêsmal		Waschung.			ocr_extracted	low	source row is still OCR-level
306	lerch_glossary_p208_r0306:entry	208	deläl	dêlal	dellal	Ausrufer, Herold	town crier; herald	tellal, yüksek sesle bağırıp bir şeyi ilan eden kişi	headword_parented	medium	
307	lerch_glossary_p208_r0307:entry	208	di	di	dı	zwei.	two, 2	iki, 2	headword_parented	medium	
308	lerch_glossary_p208_r0308:entry	208	diSeme	diSêmê	dışeme	Montag. Vgl. Krm. duäembü.	monday	pazartesi	headword_parented	medium	
309	lerch_glossary_p208_r0309:entry	208	dismen	dismên	dışmen	Feind,	enemy	düşman	headword_parented	medium	
310	lerch_glossary_p208_r0310:entry	208	dizd	dizd	dızd	Dieb. Vgl. Krm. diz.	thief	hırsız	headword_parented	medium	
311	lerch_glossary_p208_r0311:entry	208	djzdei	djzdêy		verborgen, heimlich,			ocr_extracted	low	source row is still OCR-level
312	lerch_glossary_p208_r0312:entry	208	dirnä	dirna	dırnayene	zerriss, 5l.n.	to tear up	yırtmak, parça parça etmek	headword_parented	medium	
313	lerch_glossary_p208_r0313:entry	208	dl	dl		sah. dia, gesehen. ez diän, diau, ich habe gesehen,			ocr_extracted	low	source row is still OCR-level
314	lerch_glossary_p208_r0314:entry	208	diüne	dywnê		diin, zweite,			ocr_extracted	low	source row is still OCR-level
315	lerch_glossary_p208_r0315:entry	208	dtk	dtk		llabn. S. Krm. dlk.			ocr_extracted	low	source row is still OCR-level
316	lerch_glossary_p208_r0316:entry	208	döe	doê		Buttermilch,			ocr_extracted	low	source row is still OCR-level
317	lerch_glossary_p208_r0317:entry	208	doyän	doyan		(türk,			ocr_extracted	low	source row is still OCR-level
318	lerch_glossary_p208_r0318:entry	208	dödik	dodik		Flöte,			ocr_extracted	low	source row is still OCR-level
319	lerch_glossary_p208_r0319:entry	208	dost	dost	dost	Freund, Kamerad	friend	dost, arkadaş, yar	headword_parented	medium	
320	lerch_glossary_p208_r0320:entry	208	du	dû	dı	zwei, 2	two, 2	iki, 2	headword_parented	medium	
321	lerch_glossary_p208_r0321:entry	208	duyüs	dûyüs		zwölf,			ocr_extracted	low	source row is still OCR-level
322	lerch_glossary_p208_r0322:entry	208	duyesin	dûyêsin	dûyesın	zwölfte,		on ikinci, on ikili	headword_parented	medium	
323	lerch_glossary_p208_r0323:entry	208	dudü	dûdü		ein Vogel, dessen Schrei: dudü.			ocr_extracted	low	source row is still OCR-level
324	lerch_glossary_p208_r0324:entry	208	dumä	dûma		Höhle. S. Kuhns Zeitschrift, V, 225. dumilbäz, Trommel. dumilbäzi dai püroe, schlug die Trommel.			ocr_extracted	low	source row is still OCR-level
325	lerch_glossary_p209_r0325:entry	209	d'au	daw		Dev. Vgl. JC: daöva; altb: da6va (s. Brnf. Coinni. s. I. Y. 8, 78; Brckh. Gl. s. v.); npers: krm. dlv. Cf. Spiegel Ave- sta, Uebers, I, 6, i 0, Schlei- cher Lit. Gr. S. 87; Las- »a = nah.			ocr_extracted	low	source row is still OCR-level
326	lerch_glossary_p209_r0326:entry	209	nai.sta daista	nay.sta daysta		naista yaista , hier und dort,			ocr_extracted	low	source row is still OCR-level
327	lerch_glossary_p209_r0327:entry	209	nau	naw		neun,			ocr_extracted	low	source row is still OCR-level
328	lerch_glossary_p209_r0328:entry	209	nauaf	nawaf		neunzig,			ocr_extracted	low	source row is still OCR-level
329	lerch_glossary_p209_r0329:entry	209	nauayin	nawayin		neunzigste,			ocr_extracted	low	source row is still OCR-level
330	lerch_glossary_p209_r0330:entry	209	nauwin	nawin		neunte. naM, (ar. iu»U), Landschaft, 61 .7.			ocr_extracted	low	source row is still OCR-level
331	lerch_glossary_p209_r0331:entry	209	nakür’e	nakürê		Schnabel. Vgl. Krm. nekül’e.			ocr_extracted	low	source row is still OCR-level
332	lerch_glossary_p209_r0332:entry	209	nah	nah		Brod; s. Krm. nah.			ocr_extracted	low	source row is still OCR-level
333	lerch_glossary_p209_r0333:entry	209	namh	namh		Name. Vgl. Krm. nav.			ocr_extracted	low	source row is still OCR-level
334	lerch_glossary_p209_r0334:entry	209	navrotla	navrotla		Mittag. Vgl. Krm. nlvro. neuy6s, neunzehn,			ocr_extracted	low	source row is still OCR-level
335	lerch_glossary_p209_r0335:entry	209	nehgö	nêhgo		Nagel. sen Ind. Alterthumskunde I, 755. dewi = d'au.			ocr_extracted	low	source row is still OCR-level
336	lerch_glossary_p209_r0336:entry	209	d'dka	ddka		Grossmutier,			ocr_extracted	low	source row is still OCR-level
337	lerch_glossary_p209_r0337:entry	209	des	dês	dês	Waud.		duvar	headword_parented	medium	
338	lerch_glossary_p209_r0338:entry	209	D'esmüni	Dêsmüni		Ortsname, 65.3. lyesmündi, Appellativ von D'es- müni. Vgl. Krm. naniik. newete pau’ftte , wachte , hielt Wache; s. Krm. nöbeti.			ocr_extracted	low	source row is still OCR-level
339	lerch_glossary_p209_r0339:entry	209	nekai	nêkay		jetzt; s. enkai.			ocr_extracted	low	source row is still OCR-level
340	lerch_glossary_p209_r0340:entry	209	neyai	nêyay		bückten sich, 83.6.			ocr_extracted	low	source row is still OCR-level
341	lerch_glossary_p209_r0341:entry	209	nezdr	nêzdr		nah; s. Krm. nizik.			ocr_extracted	low	source row is still OCR-level
342	lerch_glossary_p209_r0342:entry	209	ncmad	ncmad		Gebet. Vgl. Krm. nemeü.			ocr_extracted	low	source row is still OCR-level
343	lerch_glossary_p209_r0343:entry	209	nemr	nêmr		zart. Vgl. Krm. nenn, njzdf = nczdi.			ocr_extracted	low	source row is still OCR-level
344	lerch_glossary_p209_r0344:entry	209	Nisän	Nisan	nisun, nisan	Monatsname, s. Ahth. I, S. xv.		nisan, nisan ayı	headword_parented	medium	
345	lerch_glossary_p209_r0345:entry	209	nudik	nûdik		Faust,			ocr_extracted	low	source row is still OCR-level
346	lerch_glossary_p209_r0346:entry	209	nusen’a	nûsêna		(ich) schreibe, ngst, schrieb. binusd, (ich) werde schreiben.			ocr_extracted	low	source row is still OCR-level
347	lerch_glossary_p210_r0347:entry	210	Sau	Saw		Nacht. V'gl. Krm. Sev. Sau'e, Nachts, (52.6 sq. saüa ksl (= saue ke sl), ver- gangene Nacht.			ocr_extracted	low	source row is still OCR-level
348	lerch_glossary_p210_r0348:entry	210	SaüSevüke	SawSêvükê		ein Vogel dessen Schrei: vei, vei.			ocr_extracted	low	source row is still OCR-level
349	lerch_glossary_p210_r0349:entry	210	Sahrestdn	Sahrêstdn		Stadt; vgl. npers			ocr_extracted	low	source row is still OCR-level
350	lerch_glossary_p210_r0350:entry	210	sändc	sandc		Abends.			ocr_extracted	low	source row is still OCR-level
351	lerch_glossary_p210_r0351:entry	210	Sanel märi	Sanêl mari		Regenwurm.			ocr_extracted	low	source row is still OCR-level
352	lerch_glossary_p210_r0352:entry	210	Säri	Sari		fremd.			ocr_extracted	low	source row is still OCR-level
353	lerch_glossary_p210_r0353:entry	210	SaMn	SaMn		Personenname,			ocr_extracted	low	source row is still OCR-level
354	lerch_glossary_p210_r0354:entry	210	ses	sês	şeş	sechs.		altı	headword_parented	medium	
355	lerch_glossary_p210_r0355:entry	210	SeSln	SêSln		sechste.			ocr_extracted	low	source row is still OCR-level
356	lerch_glossary_p210_r0356:entry	210	Seme	Sêmê	şeme	Sonnabend. Vgl. Krm. Sembß.	saturday	cumartesi	headword_parented	medium	
357	lerch_glossary_p210_r0357:entry	210	Sc	Sc		ging, 54.10; s. suen’a.			ocr_extracted	low	source row is still OCR-level
358	lerch_glossary_p210_r0358:entry	210	selsti	sêlsti		sechszig.			ocr_extracted	low	source row is still OCR-level
359	lerch_glossary_p210_r0359:entry	210	Seistiyin	Sêystiyin		scchszigste.			ocr_extracted	low	source row is still OCR-level
360	lerch_glossary_p210_r0360:entry	210	sebSkc	sêbSkc		Gitterfenster (arab. ±JLi «feuestrae reticulatac»), Git- terthür.			ocr_extracted	low	source row is still OCR-level
361	lerch_glossary_p210_r0361:entry	210	Simä	Sima	şıma	ihr.	1) you 2) your 3) you (rarely in polite phrases)	1) siz 2) sizin, size, sizi 3) siz (nadiren kibar ifadelerde)	headword_parented	medium	
362	lerch_glossary_p210_r0362:entry	210	Sl	Sl		Si, gingen, 59.5; s. suen’a.			ocr_extracted	low	source row is still OCR-level
363	lerch_glossary_p210_r0363:entry	210	Sia	Sya	şiyayene , şiyene	hin gegangen, (50.16. si6s, sechzehn. s&’at, (ar. *l«cL.), Stunde. di s&’ati, zwei Stunden, 51.8. : . s.	to go	gitmek	headword_parented	medium	
364	lerch_glossary_p210_r0364:entry	210	Siyeslu	Siyêslû		sechszehute.			ocr_extracted	low	source row is still OCR-level
365	lerch_glossary_p210_r0365:entry	210	Sit	Sit	şütene	waschen; wusch	wash	yıkamak	headword_parented	medium	
366	lerch_glossary_p210_r0366:entry	210	sid	sid		Milch.			ocr_extracted	low	source row is still OCR-level
367	lerch_glossary_p210_r0367:entry	210	SimSyßr	SimSyßr		Schwert. Vgl. Krm. sür, syür.			ocr_extracted	low	source row is still OCR-level
368	lerch_glossary_p210_r0368:entry	210	Slv	Slv		Weinmoost. S. Krm. sIV.			ocr_extracted	low	source row is still OCR-level
369	lerch_glossary_p210_r0369:entry	210	sußn’a	sûßna		(ich) gehe. Süe (imp.), geh, 52. io. te sueu’i, du gehst; hesußn’i, du gehst uicht 52.10. Syera, (ich) werde gehen; ma Syßri , wir werden gehen , 49.4; 55.»; 62.7. Se, ging; Sl, Si, gingen. Syeri, geht (imp. 2. pl.), 55.8. Vgl. JC: siyu (imparf. asiyava) = aller (Opp.			ocr_extracted	low	source row is still OCR-level
370	lerch_glossary_p210_r0370:entry	210	XVII	XVYY		295); pärs; * -sing, praes; 3. sing, praes; Vhj. imp.; inliu. (s. Sp. PGr. §72 Anm.); npers:			ocr_extracted	low	source row is still OCR-level
371	lerch_glossary_p210_r0371:entry	210	Syer	Syêr		Löwe. Vgl. Krm. slr, syer.			ocr_extracted	low	source row is still OCR-level
